Exchange,Side,Symbol,Size,Price
IEX,Ask,AAPL,3400,150.75
NASDAQ,Ask,GOOG,1400,934.47
IEX,Bid,AAPL,3700,150.49
NYSE,Bid,AAPL,4200,149.56
NYSE,Ask,GOOG,2400,934.8
IEX,Bid,AAPL,3200,150.15
NASDAQ,Bid,AAPL,3000,150.62
NYSE,Ask,GOOG,3600,934.51
NASDAQ,Bid,AAPL,4000,150.43
NYSE,Ask,GOOG,2400,934.63
IEX,Bid,GOOG,4900,934.28
NASDAQ,Ask,AAPL,3000,151.34
NYSE,Ask,AAPL,3800,150.89
IEX,Bid,GOOG,200,935.1
NASDAQ,Ask,GOOG,300,934.73
NASDAQ,Bid,AAPL,1400,150.5
NYSE,Ask,AAPL,800,150.39
NASDAQ,Ask,GOOG,500,933.8
NASDAQ,Ask,GOOG,200,933.35
NYSE,Bid,AAPL,3600,149.8
IEX,Ask,GOOG,200,934.22
NASDAQ,Bid,AAPL,1500,150.34
NYSE,Ask,AAPL,2900,149.65
NYSE,Bid,GOOG,4000,934.88
IEX,Bid,AAPL,1400,150.18
NASDAQ,Ask,AAPL,2500,150.87
NASDAQ,Ask,AAPL,2800,151.24
IEX,Bid,AAPL,2000,151.76
IEX,Bid,GOOG,1400,934.98
NASDAQ,Bid,AAPL,1100,152.47
NYSE,Ask,GOOG,1100,935.02
NYSE,Bid,GOOG,4500,935.49
NASDAQ,Bid,AAPL,700,153.32
NYSE,Ask,AAPL,100,152.68
NASDAQ,Bid,GOOG,3900,936.34
NASDAQ,Bid,GOOG,2800,935.91
NASDAQ,Bid,AAPL,300,152.13
NYSE,Ask,GOOG,3800,935.59
NYSE,Bid,AAPL,4700,152.94
IEX,Bid,GOOG,4200,935.43
NASDAQ,Ask,GOOG,4200,934.8
IEX,Bid,AAPL,1200,153.68
IEX,Bid,GOOG,1900,934.78
IEX,Ask,AAPL,900,154.33
IEX,Ask,GOOG,2000,934.73
NASDAQ,Bid,AAPL,1700,154.66
NYSE,Bid,AAPL,3000,153.67
NYSE,Bid,GOOG,3100,934.88
NYSE,Ask,AAPL,300,152.99
NASDAQ,Ask,GOOG,2000,933.89
NYSE,Bid,AAPL,3600,152.6
NASDAQ,Bid,GOOG,700,933.01
NYSE,Bid,GOOG,600,933.32
NASDAQ,Bid,AAPL,400,153.38
NYSE,Bid,AAPL,2300,153.44
IEX,Bid,GOOG,1300,932.87
NYSE,Bid,GOOG,3300,932.41
NYSE,Bid,GOOG,1300,932.29
NYSE,Ask,AAPL,400,153.45
NYSE,Bid,GOOG,800,931.78
IEX,Ask,AAPL,1600,153.22
NASDAQ,Bid,GOOG,700,930.85
IEX,Bid,GOOG,4700,930.68
NYSE,Ask,AAPL,3800,152.53
NASDAQ,Ask,GOOG,1900,930.97
NASDAQ,Ask,GOOG,4200,930.15
NYSE,Bid,GOOG,400,929.96
NASDAQ,Ask,GOOG,4400,929.08
NYSE,Ask,AAPL,1400,151.57
IEX,Bid,GOOG,1800,930.01
NASDAQ,Ask,AAPL,3500,152.44
NYSE,Bid,AAPL,4200,152.68
IEX,Bid,GOOG,600,930.72
NYSE,Ask,AAPL,600,152.05
NYSE,Bid,AAPL,3200,152.38
NYSE,Bid,AAPL,3900,152.38
IEX,Bid,GOOG,4300,931.49
NASDAQ,Bid,AAPL,500,153.38
IEX,Ask,GOOG,3100,932.38
NYSE,Bid,AAPL,2700,153.54
NYSE,Bid,GOOG,2700,932.8
IEX,Ask,AAPL,3100,152.69
IEX,Ask,AAPL,3000,152.1
NASDAQ,Ask,GOOG,2100,932.87
NYSE,Bid,AAPL,1800,153.04
NASDAQ,Bid,GOOG,4900,932.52
IEX,Ask,AAPL,3900,153.91
NYSE,Ask,AAPL,3800,153.18
IEX,Bid,GOOG,2400,931.84
NASDAQ,Bid,AAPL,4600,152.4
IEX,Bid,GOOG,2500,930.91
IEX,Ask,AAPL,1700,151.73
IEX,Ask,GOOG,3700,930.51
NASDAQ,Bid,AAPL,1500,151.75
NYSE,Ask,GOOG,1200,930.05
IEX,Ask,AAPL,1100,152.24
NYSE,Ask,AAPL,1100,152.34
NASDAQ,Ask,GOOG,1300,929.91
NASDAQ,Ask,AAPL,3100,152.06
NASDAQ,Bid,AAPL,700,152.91
NASDAQ,Ask,GOOG,4800,930
NYSE,Bid,GOOG,1300,930.22
NYSE,Bid,AAPL,4700,153.23
NASDAQ,Bid,AAPL,4000,152.54
NASDAQ,Bid,GOOG,2400,930.34
NYSE,Ask,AAPL,2700,151.85
NASDAQ,Bid,GOOG,300,930.78
NASDAQ,Bid,GOOG,2600,930.98
NYSE,Ask,AAPL,4700,152.21
NASDAQ,Bid,GOOG,5000,930.77
NASDAQ,Ask,AAPL,4600,152.03
IEX,Bid,AAPL,3200,152.47
NYSE,Ask,GOOG,3700,930.31
NYSE,Ask,AAPL,1700,151.66
NYSE,Ask,GOOG,4600,929.96
NASDAQ,Ask,AAPL,2600,152.08
NYSE,Ask,GOOG,2300,930.01
NYSE,Ask,AAPL,900,152.16
NASDAQ,Ask,AAPL,4200,152.98
NYSE,Ask,GOOG,500,929.2
NASDAQ,Ask,AAPL,4700,153.44
NYSE,Bid,GOOG,3800,930.09
NASDAQ,Bid,AAPL,1500,154.33
NYSE,Bid,AAPL,1900,153.94
IEX,Ask,GOOG,2000,929.95
NYSE,Bid,AAPL,2800,153
NYSE,Bid,GOOG,1800,929.16
NYSE,Bid,AAPL,1500,152.84
NYSE,Ask,GOOG,1800,930.11
NYSE,Bid,AAPL,1700,152.84
NYSE,Ask,GOOG,4100,930.23
NASDAQ,Ask,GOOG,200,930.21
NYSE,Ask,AAPL,3900,152.17
IEX,Bid,GOOG,100,930.49
NYSE,Ask,AAPL,3700,153.14
NYSE,Bid,GOOG,1200,929.6
NYSE,Bid,AAPL,2400,152.63
NYSE,Bid,AAPL,3900,153.54
NYSE,Bid,GOOG,4000,928.76
NASDAQ,Ask,GOOG,1600,928.4
IEX,Ask,AAPL,4700,153.64
NYSE,Ask,GOOG,2800,928.75
NYSE,Ask,AAPL,3100,154.16
NASDAQ,Bid,GOOG,2900,928.37
NYSE,Bid,AAPL,1000,153.78
NYSE,Ask,AAPL,1800,154.56
NYSE,Bid,GOOG,5000,928.6
NYSE,Bid,GOOG,800,927.87
NYSE,Ask,AAPL,4300,153.71
NASDAQ,Bid,GOOG,5000,928.34
NYSE,Ask,AAPL,1700,153.34
IEX,Ask,GOOG,1600,928.88
NASDAQ,Bid,AAPL,2100,152.54
IEX,Bid,GOOG,4600,928.32
IEX,Ask,GOOG,4600,928.53
NYSE,Ask,AAPL,2700,152.05
NASDAQ,Ask,GOOG,1400,928.29
NYSE,Bid,AAPL,3100,151.9
NYSE,Bid,GOOG,500,928.23
NASDAQ,Bid,AAPL,3700,152.28
NASDAQ,Bid,AAPL,600,153.17
NYSE,Ask,GOOG,1700,927.89
NASDAQ,Ask,AAPL,3000,153.24
NYSE,Bid,AAPL,500,152.39
NYSE,Ask,AAPL,4100,152.56
NASDAQ,Bid,GOOG,2100,928.55
NYSE,Ask,GOOG,700,927.88
NASDAQ,Bid,AAPL,3200,153.09
NYSE,Bid,GOOG,200,927.51
NYSE,Bid,GOOG,1800,926.94
NASDAQ,Ask,GOOG,1500,926.84
NYSE,Ask,AAPL,2900,153.78
NASDAQ,Bid,GOOG,3500,926.11
NASDAQ,Bid,AAPL,600,154.69
NASDAQ,Bid,AAPL,900,153.78
NYSE,Ask,GOOG,300,926.31
NYSE,Bid,AAPL,4200,153.43
NYSE,Ask,AAPL,2200,153.02
NYSE,Bid,GOOG,4900,926.54
NYSE,Bid,AAPL,300,152.5
NYSE,Ask,AAPL,1300,151.87
IEX,Ask,GOOG,4200,926.3
NYSE,Bid,AAPL,4100,151.86
NYSE,Ask,GOOG,4000,926.48
IEX,Bid,GOOG,2900,925.93
NASDAQ,Bid,AAPL,1200,151.33
NYSE,Bid,AAPL,4600,150.34
NYSE,Bid,AAPL,1800,150.66
NYSE,Ask,GOOG,2100,926.8
NYSE,Bid,GOOG,1400,926.39
NASDAQ,Ask,AAPL,2100,151.43
NYSE,Bid,AAPL,3400,151.93
NYSE,Ask,AAPL,3700,152.28
NYSE,Ask,AAPL,900,152.75
NYSE,Bid,GOOG,3800,926.89
NYSE,Bid,AAPL,3400,152.26
NYSE,Bid,AAPL,3200,151.45
IEX,Ask,GOOG,5000,927.04
NASDAQ,Bid,AAPL,2900,151.29
NYSE,Ask,GOOG,2600,928
NASDAQ,Bid,AAPL,4500,150.97
NYSE,Bid,GOOG,1100,928.35
NASDAQ,Bid,AAPL,2400,150.34
NASDAQ,Ask,GOOG,1600,928.06
NYSE,Bid,AAPL,3500,149.67
NYSE,Ask,GOOG,4800,928.68
NASDAQ,Ask,AAPL,1700,149.93
NYSE,Bid,GOOG,3500,928.16
NASDAQ,Ask,AAPL,4700,150.07
NYSE,Ask,AAPL,2600,150.04
NASDAQ,Ask,GOOG,4100,928.73
NYSE,Bid,AAPL,4200,149.79
NASDAQ,Bid,GOOG,900,928.32
NYSE,Ask,GOOG,700,928.82
NASDAQ,Bid,GOOG,700,929.72
NYSE,Ask,AAPL,1300,149.94
NASDAQ,Ask,GOOG,4600,930.49
NYSE,Ask,AAPL,3400,150.79
NYSE,Bid,GOOG,2800,929.54
IEX,Ask,GOOG,100,929.72
NYSE,Ask,AAPL,4800,150.76
NASDAQ,Bid,GOOG,3200,930.08
NYSE,Ask,AAPL,900,150.08
NASDAQ,Bid,AAPL,3900,149.46
NASDAQ,Bid,GOOG,4200,930.29
IEX,Bid,AAPL,1400,150.41
NASDAQ,Bid,AAPL,2500,150.9
NASDAQ,Bid,GOOG,3400,929.99
NYSE,Bid,AAPL,200,150.87
NASDAQ,Bid,GOOG,2100,930.28
IEX,Ask,GOOG,4000,930.55
NYSE,Ask,AAPL,3200,150.94
NYSE,Ask,GOOG,200,931.26
IEX,Ask,GOOG,1100,931.75
NYSE,Ask,AAPL,4000,151.85
NYSE,Ask,GOOG,1300,930.78
NYSE,Bid,AAPL,4200,151.89
NYSE,Ask,AAPL,1200,152.58
IEX,Ask,AAPL,2500,152.98
IEX,Bid,GOOG,2800,930.56
NASDAQ,Ask,AAPL,2300,153.98
NYSE,Bid,AAPL,4900,154.95
NYSE,Bid,AAPL,2200,155.31
IEX,Bid,AAPL,2900,155.8
NYSE,Bid,GOOG,1400,931.02
IEX,Ask,AAPL,2400,155.69
NYSE,Bid,GOOG,600,930.81
NASDAQ,Bid,GOOG,700,931.69
IEX,Ask,AAPL,2500,155.58
NYSE,Ask,GOOG,200,931.2
IEX,Ask,GOOG,2600,931.56
NYSE,Ask,GOOG,3200,932.51
NYSE,Bid,AAPL,3100,155.84
NYSE,Ask,GOOG,800,932.22
NYSE,Ask,AAPL,2000,156.62
IEX,Ask,AAPL,3500,156.79
NASDAQ,Bid,AAPL,4600,157.13
NYSE,Ask,GOOG,4800,932.21
NASDAQ,Ask,AAPL,4000,157.43
NYSE,Bid,GOOG,3700,932.04
NASDAQ,Ask,GOOG,4500,933.02
NYSE,Bid,AAPL,5000,157.79
NASDAQ,Bid,AAPL,4300,157.42
NASDAQ,Bid,AAPL,2400,156.79
IEX,Bid,AAPL,4800,156.93
NYSE,Bid,GOOG,1700,933.87
NYSE,Ask,GOOG,1300,933.14
NASDAQ,Ask,AAPL,1000,157.47
NASDAQ,Ask,AAPL,4500,157.7
NYSE,Bid,GOOG,4400,933.1
NASDAQ,Ask,AAPL,900,157.61
NYSE,Bid,GOOG,300,932.19
NYSE,Ask,AAPL,5000,157.95
NASDAQ,Bid,GOOG,500,932.82
NYSE,Ask,GOOG,2700,933.09
NYSE,Bid,AAPL,1600,158.29
NASDAQ,Ask,AAPL,2900,157.98
NYSE,Bid,GOOG,3900,932.86
NYSE,Ask,AAPL,4900,157.62
NASDAQ,Bid,GOOG,4400,932.68
NASDAQ,Ask,GOOG,2000,932.07
IEX,Ask,AAPL,3300,158.19
IEX,Bid,AAPL,4800,157.74
IEX,Bid,GOOG,2500,931.94
NASDAQ,Bid,AAPL,1000,157.95
NASDAQ,Bid,GOOG,3300,931.51
IEX,Ask,AAPL,2200,158.81
NASDAQ,Ask,AAPL,4200,158.69
NYSE,Ask,GOOG,700,931.78
NYSE,Bid,AAPL,3300,158.71
NYSE,Ask,GOOG,1100,932
NASDAQ,Bid,AAPL,900,158.96
NYSE,Ask,GOOG,1400,931.06
NYSE,Bid,AAPL,1500,158.36
IEX,Ask,AAPL,4900,159.05
NYSE,Bid,GOOG,1700,932.04
NYSE,Bid,GOOG,1600,931.28
NYSE,Ask,AAPL,4800,159.99
NYSE,Bid,GOOG,2000,931.19
NYSE,Bid,GOOG,2200,931.31
NASDAQ,Bid,AAPL,3200,160.87
NYSE,Bid,GOOG,2600,931.08
NASDAQ,Ask,AAPL,4700,160.33
IEX,Ask,AAPL,300,160.69
NASDAQ,Bid,AAPL,3600,160.38
NASDAQ,Ask,GOOG,1600,930.32
IEX,Bid,GOOG,100,929.46
NYSE,Ask,AAPL,300,160.55
NYSE,Ask,GOOG,2800,929.44
NASDAQ,Ask,GOOG,1900,928.57
NASDAQ,Bid,GOOG,3100,927.78
IEX,Ask,AAPL,2400,161.09
NASDAQ,Ask,GOOG,3700,928.51
NYSE,Bid,AAPL,2600,161.1
NASDAQ,Ask,GOOG,3000,927.87
NASDAQ,Ask,AAPL,4800,160.2
NASDAQ,Bid,AAPL,700,159.35
NYSE,Ask,GOOG,400,928.09
NYSE,Ask,AAPL,5000,158.36
NASDAQ,Ask,GOOG,300,928.18
NYSE,Ask,GOOG,3000,927.24
NYSE,Ask,AAPL,2100,157.77
NASDAQ,Bid,AAPL,1000,158.77
NYSE,Ask,AAPL,4600,158.16
IEX,Ask,GOOG,3600,927.69
NYSE,Ask,GOOG,300,928.19
NYSE,Bid,GOOG,1400,928.55
NYSE,Bid,AAPL,1100,157.21
NASDAQ,Ask,AAPL,3900,157.6
NYSE,Bid,AAPL,1000,157.54
NYSE,Bid,AAPL,1800,157.37
NYSE,Bid,GOOG,4200,928.51
NASDAQ,Bid,AAPL,3300,157.33
NASDAQ,Ask,GOOG,4400,928.14
NYSE,Bid,AAPL,900,157.27
NASDAQ,Ask,AAPL,2400,156.94
IEX,Ask,GOOG,4600,929.03
NYSE,Ask,AAPL,4800,157.26
NYSE,Ask,GOOG,5000,929.18
NASDAQ,Bid,AAPL,3800,157.88
IEX,Ask,GOOG,3600,928.67
NASDAQ,Ask,GOOG,2900,929.36
NYSE,Ask,AAPL,4700,157.65
NYSE,Bid,AAPL,2300,157.16
NASDAQ,Ask,GOOG,3300,930.13
NYSE,Bid,AAPL,800,157.9
NYSE,Ask,AAPL,600,158.03
NYSE,Ask,GOOG,3700,929.32
NASDAQ,Bid,GOOG,2800,929.04
NYSE,Ask,GOOG,3600,929.64
NYSE,Bid,GOOG,1600,929.02
NASDAQ,Bid,AAPL,4200,157.97
NASDAQ,Ask,AAPL,500,157.31
NYSE,Bid,GOOG,4300,928.95
NYSE,Bid,GOOG,3100,929.04
NASDAQ,Ask,AAPL,4700,157.46
NYSE,Ask,AAPL,600,157.82
NYSE,Ask,GOOG,1800,928.31
NASDAQ,Ask,AAPL,2900,158
IEX,Ask,GOOG,1700,928.62
NASDAQ,Ask,GOOG,2400,928.15
NYSE,Bid,AAPL,300,158.85
NYSE,Ask,GOOG,3000,929.08
IEX,Ask,AAPL,2900,157.93
NASDAQ,Ask,GOOG,1600,928.21
NASDAQ,Bid,GOOG,4300,928.55
NYSE,Ask,AAPL,200,158.76
IEX,Bid,GOOG,4400,927.87
NYSE,Bid,AAPL,1700,158.58
IEX,Bid,GOOG,700,927.26
NASDAQ,Ask,AAPL,300,158.86
NASDAQ,Ask,AAPL,2200,158.43
NYSE,Bid,AAPL,3600,159.1
NYSE,Bid,AAPL,3500,159.43
NYSE,Bid,GOOG,4100,927.58
NASDAQ,Bid,GOOG,2300,927.99
NASDAQ,Ask,GOOG,3500,928.17
IEX,Ask,GOOG,4500,928.77
NYSE,Ask,AAPL,3900,160.02
NYSE,Ask,GOOG,4900,929.53
NYSE,Bid,AAPL,1900,160.97
NYSE,Bid,GOOG,3800,930.02
NASDAQ,Bid,AAPL,3400,160.07
NYSE,Ask,GOOG,3300,929.1
NASDAQ,Bid,GOOG,3600,928.18
NASDAQ,Ask,AAPL,3000,159.09
NASDAQ,Ask,GOOG,1000,928.95
NYSE,Bid,AAPL,5000,159.93
IEX,Ask,GOOG,4500,928.73
IEX,Ask,GOOG,4100,928.79
NYSE,Ask,AAPL,4700,159.78
NASDAQ,Ask,AAPL,3300,159.69
NYSE,Ask,GOOG,500,928.79
NYSE,Ask,AAPL,2600,158.94
NASDAQ,Bid,AAPL,2900,158.85
IEX,Ask,AAPL,3600,158.63
IEX,Ask,AAPL,3800,158.75
IEX,Bid,AAPL,800,158.61
NASDAQ,Ask,GOOG,1200,928.25
NYSE,Bid,AAPL,1400,157.73
NASDAQ,Ask,GOOG,4100,927.88
NYSE,Bid,AAPL,1400,158.55
NYSE,Bid,GOOG,3400,927.18
NYSE,Ask,AAPL,3500,158.06
NYSE,Ask,GOOG,1000,926.63
NYSE,Bid,GOOG,5000,926.29
NYSE,Bid,AAPL,1600,157.63
IEX,Bid,AAPL,2700,158.08
NYSE,Ask,GOOG,4200,926.73
NYSE,Ask,AAPL,1500,158.54
NYSE,Bid,GOOG,1900,926.79
NYSE,Ask,AAPL,100,158.2
NASDAQ,Bid,GOOG,400,926.46
NYSE,Bid,AAPL,4700,157.34
NASDAQ,Ask,GOOG,1300,925.81
IEX,Bid,AAPL,3900,157.53
IEX,Bid,GOOG,900,925.34
NASDAQ,Ask,AAPL,2500,156.91
NASDAQ,Bid,AAPL,4600,156.19
NYSE,Bid,GOOG,2900,925.5
NYSE,Bid,AAPL,3200,156.75
NYSE,Bid,GOOG,500,926.16
NYSE,Ask,AAPL,4200,157.28
NASDAQ,Bid,AAPL,3800,157.38
NASDAQ,Ask,AAPL,4100,157.69
IEX,Ask,GOOG,2400,925.45
NYSE,Bid,AAPL,2700,157.68
NASDAQ,Bid,GOOG,2300,926.01
NYSE,Bid,GOOG,2600,925.27
NASDAQ,Bid,AAPL,2700,158.53
NYSE,Ask,GOOG,3800,925.73
NYSE,Bid,AAPL,4800,157.79
NYSE,Bid,GOOG,2000,924.93
NYSE,Ask,GOOG,200,925.04
NASDAQ,Bid,AAPL,1700,157.69
NYSE,Ask,GOOG,2700,925.63
NYSE,Ask,AAPL,500,157.67
NASDAQ,Ask,GOOG,4400,924.71
IEX,Ask,GOOG,2900,924.96
NYSE,Bid,AAPL,300,158.22
NASDAQ,Bid,GOOG,1900,924.56
NYSE,Bid,AAPL,1000,157.28
NASDAQ,Bid,GOOG,4900,923.57
NASDAQ,Bid,GOOG,1100,924.24
NASDAQ,Bid,AAPL,1400,158.13
NYSE,Bid,GOOG,3700,923.58
NYSE,Ask,AAPL,4900,157.95
NYSE,Bid,AAPL,4500,157.83
NYSE,Ask,GOOG,1000,923.44
NYSE,Bid,AAPL,500,156.83
NASDAQ,Bid,GOOG,2800,923.2
NYSE,Bid,AAPL,4900,155.95
NASDAQ,Bid,GOOG,1400,923.86
NYSE,Bid,AAPL,900,156.88
NYSE,Ask,AAPL,3400,156.61
NYSE,Bid,GOOG,1100,923.08
NYSE,Ask,AAPL,2800,156.43
NYSE,Bid,AAPL,3900,157.22
NASDAQ,Ask,AAPL,2300,156.93
NASDAQ,Bid,GOOG,3700,923.17
NASDAQ,Bid,AAPL,1800,156.97
NYSE,Ask,AAPL,4100,156.59
NYSE,Bid,GOOG,4700,922.25
NYSE,Bid,GOOG,4600,923.11
NYSE,Bid,GOOG,500,922.22
NASDAQ,Bid,AAPL,2100,157.36
NYSE,Ask,GOOG,3700,921.62
NYSE,Ask,GOOG,4000,921.19
NYSE,Ask,AAPL,3900,156.81
IEX,Bid,GOOG,300,921.96
NASDAQ,Bid,AAPL,3000,157.15
NASDAQ,Bid,AAPL,1900,157.9
NYSE,Bid,GOOG,3500,922.67
NYSE,Ask,AAPL,4900,157.98
NYSE,Ask,AAPL,3000,157.42
NYSE,Bid,GOOG,2300,923.51
NASDAQ,Ask,GOOG,800,922.69
NYSE,Bid,AAPL,2400,158.14
NYSE,Bid,GOOG,3600,923.64
IEX,Bid,GOOG,3700,923.15
NYSE,Ask,AAPL,4800,157.45
NYSE,Bid,AAPL,1300,157.71
NYSE,Bid,GOOG,1300,923.63
NYSE,Bid,GOOG,3400,922.8
IEX,Bid,AAPL,2700,157.32
NYSE,Ask,AAPL,1300,156.59
NASDAQ,Bid,GOOG,3100,923.66
IEX,Ask,AAPL,3900,155.71
NYSE,Bid,GOOG,3700,924.48
NASDAQ,Bid,AAPL,600,155.26
NYSE,Bid,GOOG,2300,923.72
NASDAQ,Bid,AAPL,2700,155.16
NYSE,Bid,AAPL,4300,154.94
NASDAQ,Ask,GOOG,2600,923.11
NYSE,Bid,AAPL,5000,155.33
NASDAQ,Bid,AAPL,2300,155.25
NYSE,Bid,AAPL,3600,154.68
NYSE,Bid,AAPL,2100,154.82
NYSE,Bid,GOOG,3500,923.02
NYSE,Ask,AAPL,4200,154.03
NYSE,Bid,GOOG,4400,923.86
NASDAQ,Ask,AAPL,2600,153.41
NASDAQ,Bid,AAPL,1500,152.41
IEX,Bid,GOOG,2200,923.82
NASDAQ,Ask,GOOG,2400,923.51
NYSE,Ask,AAPL,3800,152.07
NYSE,Bid,GOOG,100,923.07
NYSE,Ask,AAPL,400,151.4
NYSE,Ask,GOOG,3000,922.94
NYSE,Ask,GOOG,1800,923.35
NYSE,Ask,GOOG,2300,924.29
NASDAQ,Ask,AAPL,3500,151.2
NASDAQ,Bid,AAPL,1800,150.95
NASDAQ,Bid,GOOG,3800,924.61
IEX,Ask,AAPL,4500,150.23
NASDAQ,Ask,GOOG,4200,924.68
IEX,Ask,GOOG,1500,925.68
NASDAQ,Ask,GOOG,2600,925.78
NYSE,Bid,AAPL,4500,149.57
NASDAQ,Ask,GOOG,2500,925.55
NASDAQ,Bid,GOOG,3700,926.41
NASDAQ,Bid,AAPL,3400,148.85
NYSE,Bid,GOOG,2400,925.86
NYSE,Bid,GOOG,3500,926.23
NYSE,Ask,GOOG,3800,925.48
NYSE,Bid,AAPL,3500,149.59
NASDAQ,Ask,AAPL,4800,150.31
NASDAQ,Ask,GOOG,3400,924.88
NASDAQ,Bid,AAPL,300,151.22
NYSE,Bid,GOOG,4200,925.82
NASDAQ,Bid,GOOG,3900,926.23
IEX,Ask,AAPL,3000,152.11
NASDAQ,Ask,AAPL,600,152.92
NASDAQ,Bid,GOOG,1500,925.51
NYSE,Bid,AAPL,1600,153.87
NASDAQ,Ask,AAPL,2700,153.88
IEX,Bid,GOOG,600,925.33
NYSE,Bid,AAPL,3700,153.46
NYSE,Ask,AAPL,2300,152.92
NASDAQ,Ask,GOOG,1900,925.5
NYSE,Bid,AAPL,4300,153.14
NYSE,Bid,GOOG,3000,926.45
IEX,Ask,AAPL,300,152.99
NYSE,Ask,AAPL,900,153.22
NASDAQ,Ask,GOOG,5000,927.12
NYSE,Bid,AAPL,4000,153.46
NYSE,Ask,GOOG,3500,926.85
IEX,Ask,AAPL,3300,153.3
NYSE,Ask,GOOG,2700,926.04
NYSE,Ask,AAPL,900,153.53
IEX,Bid,GOOG,2300,926.38
NYSE,Bid,AAPL,2700,152.87
NASDAQ,Ask,GOOG,3200,926.86
NYSE,Bid,GOOG,3000,926.88
NYSE,Ask,AAPL,2300,152.09
NYSE,Ask,GOOG,900,926.47
IEX,Ask,GOOG,4400,926.18
NASDAQ,Ask,GOOG,1700,927.02
NYSE,Bid,GOOG,2900,927.12
NYSE,Bid,AAPL,4500,152.14
NASDAQ,Ask,GOOG,4600,926.61
NYSE,Bid,AAPL,2100,151.79
IEX,Bid,GOOG,4200,926.79
NASDAQ,Ask,GOOG,1100,927.07
NASDAQ,Ask,GOOG,500,927.47
NYSE,Ask,AAPL,3500,151.41
NYSE,Ask,AAPL,3100,150.94
NASDAQ,Ask,AAPL,5000,151.35
NASDAQ,Ask,GOOG,3800,927.63
NYSE,Bid,GOOG,4800,928.54
NASDAQ,Ask,GOOG,1500,928.41
NYSE,Bid,AAPL,3200,152.16
NYSE,Bid,AAPL,4000,151.71
NYSE,Bid,GOOG,300,927.9
NASDAQ,Bid,AAPL,4100,152.42
NYSE,Bid,GOOG,2200,927.72
NYSE,Ask,GOOG,5000,927.67
NASDAQ,Ask,GOOG,1500,928.12
NYSE,Ask,AAPL,4500,151.74
NYSE,Ask,AAPL,4600,151.45
IEX,Bid,GOOG,200,927.4
NASDAQ,Bid,AAPL,1900,152.2
NYSE,Bid,AAPL,2600,151.56
NASDAQ,Bid,AAPL,3700,151.37
NYSE,Bid,GOOG,1500,926.45
NASDAQ,Ask,AAPL,100,151.26
NYSE,Ask,AAPL,4500,151.99
NASDAQ,Bid,GOOG,4700,927.4
NASDAQ,Ask,GOOG,1800,926.4
NYSE,Bid,AAPL,400,151.65
NYSE,Ask,GOOG,400,925.49
NASDAQ,Ask,AAPL,2700,152.28
NYSE,Ask,AAPL,4500,151.45
NYSE,Bid,GOOG,1300,925.34
IEX,Bid,GOOG,900,926.16
NYSE,Ask,AAPL,4200,151.74
NYSE,Ask,GOOG,3600,926.93
NYSE,Ask,AAPL,1700,152.72
NASDAQ,Bid,GOOG,3600,926.1
NYSE,Bid,AAPL,1900,153.41
NASDAQ,Bid,GOOG,4300,926.56
NYSE,Bid,AAPL,3200,153.32
NASDAQ,Bid,AAPL,2500,153.51
NASDAQ,Ask,GOOG,4000,927.35
NYSE,Bid,GOOG,4200,927.98
IEX,Bid,AAPL,4000,153.78
NASDAQ,Ask,GOOG,4800,928.41
NYSE,Bid,AAPL,2500,153.65
NYSE,Bid,GOOG,4300,928.86
NASDAQ,Ask,GOOG,2900,929.6
NYSE,Bid,GOOG,3900,928.9
NASDAQ,Ask,AAPL,1200,153.25
NYSE,Ask,AAPL,1900,152.51
NASDAQ,Bid,AAPL,4200,153.38
IEX,Ask,GOOG,2400,928.26
NASDAQ,Bid,GOOG,4500,927.63
NASDAQ,Ask,GOOG,2300,928.12
NYSE,Bid,AAPL,2700,153.3
NASDAQ,Bid,GOOG,3700,927.6
NYSE,Ask,GOOG,3200,926.63
NYSE,Ask,AAPL,5000,154.3
NYSE,Bid,GOOG,2100,926.83
IEX,Ask,AAPL,500,154.21
NYSE,Ask,GOOG,3800,925.88
NYSE,Ask,GOOG,1700,926.51
NASDAQ,Ask,GOOG,900,926.6
NASDAQ,Bid,AAPL,4600,153.97
NASDAQ,Ask,AAPL,2400,154.61
NYSE,Ask,GOOG,4400,926.5
NYSE,Bid,AAPL,2000,155.36
NYSE,Bid,AAPL,400,156.31
NYSE,Bid,GOOG,1600,926.58
NASDAQ,Ask,AAPL,3300,155.38
NASDAQ,Bid,GOOG,3200,926.99
NASDAQ,Ask,GOOG,1800,927.68
IEX,Bid,AAPL,2400,155.79
NYSE,Bid,GOOG,4600,927.68
NASDAQ,Ask,GOOG,300,927.85
NYSE,Bid,AAPL,2400,156.52
NYSE,Bid,GOOG,4400,927.84
NYSE,Bid,GOOG,2400,927.31
NASDAQ,Bid,GOOG,100,927.16
NASDAQ,Bid,AAPL,500,157.11
NYSE,Ask,GOOG,1700,926.8
NASDAQ,Bid,GOOG,1900,927.1
NYSE,Ask,GOOG,2700,926.55
IEX,Bid,AAPL,3200,157.08
NYSE,Ask,GOOG,4600,926.26
NYSE,Ask,AAPL,4500,156.1
NASDAQ,Ask,GOOG,5000,925.39
NYSE,Bid,AAPL,5000,156.09
IEX,Bid,GOOG,1400,924.52
NYSE,Ask,AAPL,200,156.87
NYSE,Ask,AAPL,4900,157.43
